醫事機構代碼,醫事機構名稱,醫事機構電話,醫事機構地址,經度,緯度
5901103772,興耀生活藥局,(02)25818210,臺北市中山區林森北路４０５號（１樓）,121.5257,25.05943
5901103781,龍江台安藥局,(02)25091007,臺北市中山區龍江路２４７號（１樓）,121.5408,25.05862
5901103790,可康藥局,(02)25361078,臺北市中山區林森北路３７３號（１樓）,121.5257,25.05826
5901103807,專品龍江藥局,(02)25178870,臺北市中山區龍江路３１１號１樓,121.5409,25.06127
5901110133,泰成藥局,(02)27921231,臺北市內湖區內湖路３段１３５號１樓,121.5899,25.08685
5901110268,赫得藥局,(02)26328642,臺北市內湖區康樂街７２巷１７弄４號１Ｆ,121.6178,25.06976
5901110311,永安藥局,(02)26586658,臺北市內湖區文德路２１０巷３０弄４８號,121.5852,25.07723
5901110339,富山藥局,(02)27996446,臺北市內湖區麗山街３６４巷２號１樓,121.5728,25.08168
5901110393,明湖藥局,(02)26313515,臺北市內湖區東湖路７巷２７號１Ｆ,121.6125,25.0697
5901110446,清白藥局,(02)26305743,臺北市內湖區東湖路１０８號,121.6157,25.06828
5901110624,宏光藥局,(02)27919068,臺北市內湖區成功路２段２２１號１樓,121.5909,25.06738
5901111890,安康藥局,(02)26327675,臺北市內湖區安康路４８２號,121.6158,25.06785
5901111934,至康藥局,(02)26580022,臺北市內湖區內湖路１段７３７巷１９弄１號,121.5785,25.07925
5901112011,文新藥局,(02)87978865,臺北市內湖區文湖街７－５號１樓,121.5599,25.08544
5901112100,盧狄聯合藥局,(02)26308897,臺北市內湖區康寧路３段１８９巷５７號,121.6129,25.07133
5901112351,康信藥局,(02)26342088,臺北市內湖區民權東路６段２９６巷２９號,121.6062,25.07203
5901112593,康健藥局,(02)26305825,臺北市內湖區康樂街８０號,121.6189,25.07015
5901112600,匯安藥局,(02)26579255,臺北市內湖區內湖路１段７０３之１號,121.5774,25.07964
5901112682,富康東湖藥局,(02)26323222,臺北市內湖區東湖路１１９巷４９弄１６號,121.617,25.06988
5901112726,高昱藥局,(02)87519962,臺北市內湖區陽光街３２１巷２６號２樓之１５,121.5786,25.07236
5901112762,樂活藥師藥局,(02)27968052,臺北市內湖區內湖路２段３６８號,121.591,25.0823
5901112780,樂康藥妝藥局,(02)26562110,臺北市內湖區文德路１１７號,121.5841,25.0787
5901112824,思恩藥局,(02)27965808,臺北市內湖區成功路４段６１巷２６號,121.5932,25.08121
5901112860,展恩藥局,(02)27953041,臺北市內湖區民權東路６段１３６巷４號,121.5877,25.06866
5901112879,壹零捌藥局,(02)27910061,臺北市內湖區成功路４段３４４號,121.5996,25.08488
5901112977,瑞光藥局,(02)87513365,臺北市內湖區瑞光路２１２號,121.5763,25.07525
5901112995,昇龍藥局,(02)26316783,臺北市內湖區東湖路１５１號,121.6174,25.0681
5901113018,桔子藥局,(02)27930052,臺北市內湖區內湖路２段３３３號,121.5917,25.08319
5901113027,晟安藥局,(02)87919320,臺北市內湖區金龍路１３５號,121.5902,25.08593
5901113081,宜昇優良藥局,(02)26327817,臺北市內湖區康寧路３段１６５巷１０號,121.6118,25.07081
5901113143,躍獅寶湖藥局,(02)87928335,臺北市內湖區民權東路６段１２３巷２８號,121.5928,25.0701
5901113198,傑昇藥局,(02)27925957,臺北市內湖區內湖路２段２２７號,121.589,25.0818
5901113205,新安健保藥局,(02)27932289,臺北市內湖區新明路４０２號,121.5797,25.05466
5901113250,大內湖藥局,(02)27956286,臺北市內湖區成功路３段１６４號１樓,121.5903,25.08035
5901113269,樂齡藥師藥局,(02)27919707,臺北市內湖區內湖路３段１０３號,121.5909,25.08641
5901113296,喜越藥局,(02)26271955,臺北市內湖區內湖路１段２８５巷５９弄７號,121.5673,25.08377
5901113312,江南大藥局,(02)26595430,臺北市內湖區文德路２２巷９弄５６號,121.5791,25.07656
5901113330,躍獅大湖藥局,(02)27945376,臺北市內湖區成功路４段３２９號,121.599,25.08454
5901113367,瑞暉藥局,(02)26276828,臺北市內湖區文德路１０５號,121.5837,25.0787
5901113385,躍獅康成藥局,(02)87922031,臺北市內湖區成功路４段６１巷１１號,121.5928,25.0814
5901113401,躍獅麗湖藥局,(02)26276160,臺北市內湖區內湖路１段４０１之１號,121.5706,25.08188
5901113438,晶龍藥局,(02)27956255,臺北市內湖區成功路４段２１８號,121.5961,25.08456
5901113456,佑全內湖康寧藥局,(02)26346578,臺北市內湖區康寧路３段３９號、３９號２樓、４１號、４３號,121.6078,25.07264
5901113509,安安藥局,(02)87912187,臺北市內湖區康寧路１段４號１樓,121.5912,25.08057
5901113563,耀元藥局,(02)26337369,臺北市內湖區康樂街１５０號,121.6192,25.07263
5901113572,西湖藥局,(02)26279291,臺北市內湖區內湖路１段３５５號,121.5693,25.0822
5901113590,維安藥局,(02)27944520,臺北市內湖區成功路３段１７４巷２３號,121.5906,25.08143
5901113625,富康文德藥局,(02)26272000,臺北市內湖區文德路２２巷２７弄４號,121.58,25.0766
5901113643,博昱東福藥局,(02)26308599,臺北市內湖區東湖路１４７號,121.6172,25.06815
5901113652,加一藥師藥局,(02)87912653,臺北市內湖區星雲街２４號１樓,121.5908,25.07804
5901113661,內湖藥局,(02)27940545,臺北市內湖區康寧路１段１１６號１樓,121.5934,25.07948
5901113689,葫光藥局,(02)26336611,臺北市內湖區康寧路３段５４巷６號１樓,121.609,25.07168
5901113705,富康活力湖光藥局,(02)87927999,臺北市內湖區康寧路１段２５號１樓,121.5914,25.08062
5901113723,杏一港墘藥局,(02)87978746,臺北市內湖區港墘路８３號（１樓）,121.5781,25.08078
5901113732,富康活力誠功藥局,(02)27960222,臺北市內湖區成功路４段３０巷２０號１樓,121.5916,25.08235
5901113741,原大藥局,(02)26596358,臺北市內湖區內湖路１段７３７巷５０弄５號１樓,121.5788,25.08058
5901120022,旭村藥局,(02)27820948,臺北市南港區興華路１１２號,121.6055,25.05661
5901120139,裕成藥局,(02)27851227,臺北市南港區玉成街１６６巷１３號,121.5835,25.04433
5901120175,新錦安藥局,(02)27825218,臺北市南港區南港路３段３４號,121.5922,25.05429
5901120308,加欣藥局,(02)27836222,臺北市南港區南港路２段２６號,121.6054,25.05425
5901121421,祥安藥局,(02)26547322,臺北市南港區中坡南路２５號,121.5832,25.04329
5901121583,健園藥局,(02)27851567,臺北市南港區研究院路１段１９號１樓,121.6166,25.05401
5901121618,新東發藥局,(02)27855190,臺北市南港區成福路１９８號,121.5883,25.04092
5901121627,富康活力藥局,(02)27828810,臺北市南港區研究院路１段１０１巷８號,121.6165,25.05181
5901121672,亞博藥師藥局,(02)27838090,臺北市南港區興華路８１號,121.6061,25.05545
5901121725,佳龍藥局,(02)27885951,臺北市南港區研究院路２段８０號,121.6152,25.0454
5901121734,湳港藥局,(02)27892200,臺北市南港區研究院路１段１０１巷１２號,121.6167,25.05175
5901121823,儀安健保藥局,(02)27859893,臺北市南港區同德路７４號,121.5853,25.0457
5901121841,泓安藥局,(02)27861083,臺北市南港區興華路７５號,121.6061,25.05517
5901121850,健涵藥局,(02)27837285,臺北市南港區舊莊街１段１４７號,121.6205,25.03985
5901121869,南港藥局,(02)27829137,臺北市南港區南港路一段１６６號,121.6119,25.05536
5901121896,順翔藥局,(02)27824332,臺北市南港區研究院路２段１７０號,121.6169,25.03785
5901121903,景星藥局,(02)27838816,臺北市南港區南港路３段２６號,121.5924,25.05434
5901121912,成恩藥局,(02)27856602,臺北市南港區成福路２３號,121.5867,25.04473
5901121930,小藥師健保藥局,(02)27867002,臺北市南港區福德街３２０之１號,121.588,25.03948
5901121958,心亮藥局,(02)27881677,臺北市南港區玉成街６６之７號,121.5818,25.04692
5901121985,勝安藥局,(02)27828450,臺北市南港區舊莊街１段１６５號,121.6211,25.03949
5901122062,躍獅忠孝藥局,(02)27862829,臺北市南港區成福路１６號,121.586,25.04561
5901122080,成福大藥局,(02)27859221,臺北市南港區成福路８號,121.5859,25.04578
5901122115,上丞藥師藥局,(02)26535589,臺北市南港區成福路１０號１樓,121.5859,25.04574
5901122124,杏安藥局,(02)27864119,臺北市南港區昆陽街１４０巷１６號１樓,121.5938,25.04969
5901150011,南風藥局,(02)28320375,臺北市士林區美崙街１９號１樓,121.5233,25.09715
5901150057,菁安藥局,(02)28323951,臺北市士林區美侖街５號１樓,121.5214,25.09718
5901150128,新興藥局,(02)28362643,臺北市士林區德行西路１１７號,121.5206,25.10398
5901150146,坤成泰藥局,(02)28813903,臺北市士林區大南路４１２號,121.5162,25.08996
5901150235,杏城藥局,(02)28725144,臺北市士林區天母東路２４號,121.5322,25.11764
5901150244,佳赫藥局,(02)28367202,臺北市士林區文昌路６２號,121.5214,25.09605
5901150253,文祥藥局,(02)28623487,臺北市士林區光華路２６巷２弄２號,121.542,25.13749
5901150271,建芳藥局,(02)28357172,臺北市士林區德行東路１４８號,121.5296,25.10804
5901150342,士林三安藥局,(02)28812631,臺北市士林區大南路１１號,121.526,25.08898
5901150397,博惠藥局,(02)28320379,臺北市士林區華榮街１６號,121.5236,25.09549
5901150468,太安藥局,(02)28111468,臺北市士林區延平北路５段１５７號,121.5101,25.08251
5901150548,田倉藥局,(02)88662188,臺北市士林區士東路１２４號,121.5302,25.11219
5901150575,日康藥局,(02)28358558,臺北市士林區士東路１２號１樓,121.5267,25.11168
5901150593,安寧藥局,(02)28803319,臺北市士林區劍潭路９１號,121.5199,25.08285
5901150771,天母大和藥師藥局,(02)28310142,臺北市士林區德行東路１８９－１號１樓,121.5317,25.10897
5901150815,陽明藥局,(02)28612863,臺北市士林區菁山路１０號１樓,121.5469,25.13797
5901152024,今欣藥局,(02)28713129,臺北市士林區天母西路４１巷９號１樓,121.5274,25.11931
5901152079,資生堂藥局,(02)28857588,臺北市士林區承德路４段４０巷１７號１Ｆ,121.522,25.08107
5901152293,安泰藥師藥局,(02)28166977,臺北市士林區延平北路六段８３號（實際使用：１、２樓）,121.5087,25.08844
5901152453,家赫藥局,(02)28346453,臺北市士林區忠義街８０號１樓,121.5317,25.10614
5901152471,得安藥局,(02)28836336,臺北市士林區文林路１４０號,121.5267,25.08878
5901152604,達揚藥局,(02)88115559,臺北市士林區社正路３６號１樓,121.5099,25.08877
5901152640,仁大藥局,(02)88113793,臺北市士林區社子街１３號１樓,121.5083,25.08769
5901152659,和樹藥局,(02)28821188,臺北市士林區後港街４５巷１號１樓,121.5228,25.08444
5901152686,三光藥局,(02)28123786,臺北市士林區延平北路５段３２０號１樓,121.5096,25.08628
5901152720,博信藥局,(02)28128295,臺北市士林區延平北路６段６１號,121.5088,25.08788
5901152739,芳圓藥局,(02)28168666,臺北市士林區社子街２６－１號,121.508,25.0875
5901152748,柏雅大藥局,(02)88664398,臺北市士林區德行西路６４號,121.5227,25.10506
5901152793,信光藥局,(02)28366277,臺北市士林區文昌路６８號,121.5214,25.09619
5901152873,幸福藥局,(02)28346650,臺北市士林區德行東路１０９巷８號,121.5284,25.10812
5901152971,石川藥師藥局,(02)28385850,臺北市士林區忠義街７０號,121.5314,25.10594
5901153058,誼安藥局,(02)28851899,臺北市士林區通河街４２號,121.5215,25.08044
5901153101,聖賢藥局,(02)28833046,臺北市士林區士商路５８號,121.52,25.09056
5901153245,大東健保藥局,(02)28834672,臺北市士林區大東路８６－４號,121.5257,25.09131
5901153263,健揚藥局,(02)28163698,臺北市士林區延平北路５段２５１號,121.5097,25.08483
5901153272,光榮藥局,(02)28136060,臺北市士林區社中街１１８號,121.5103,25.0899
5901153432,大南春天生活藥局,(02)28882196,臺北市士林區大南路３１７、３１９號,121.518,25.08888
5901153487,和謙藥局,(02)28165678,臺北市士林區社中街３６２號,121.5041,25.09242
5901153496,躍獅忠誠藥局,(02)28387948,臺北市士林區忠義街７０號,121.5314,25.10594
5901153503,祥新藥局,(02)28110906,臺北市士林區社子街６５號,121.5067,25.08751
5901153521,天母台安藥局,(02)28728017,臺北市士林區天母西路３４號,121.5262,25.11835
5901153567,華齡春天生活藥局,(02)28882156,臺北市士林區華齡街３６、３８號,121.5195,25.08359
5901153585,德行春天生活藥局,(02)28380306,臺北市士林區德行東路７６號,121.5275,25.1073
5901153610,家安健保藥局,(02)28322182,臺北市士林區德行東路１０９巷１１９號,121.5288,25.11156
5901153665,康佑藥局,(02)28119981,臺北市士林區延平北路５段１７６號,121.5103,25.08299
5901153674,愛佳藥局,(02)28811199,臺北市士林區承德路４段２２２之１號,121.5215,25.0885
5901153683,安奕藥局,(02)28133289,臺北市士林區葫蘆街３０巷１２號,121.5099,25.08034
5901153709,全予藥局,(02)28386955,臺北市士林區德行東路２２１號,121.5329,25.10938
5901153727,前港盛康藥局,(02)28831079,臺北市士林區前港街２８號,121.522,25.0846
5901153825,太和堂中西藥局,(02)28814122,臺北市士林區大東路７４號（實際使用：１樓）,121.5257,25.09037
5901153861,佩佩藥局,(02)28382662,臺北市士林區中山北路６段１８２號,121.5252,25.10759
5901153905,躍獅芝山藥局,(02)28365822,臺北市士林區福華路１５４號（實際使用：１樓）,121.5227,25.10357
5901153941,士東藥局,(02)28760588,臺北市士林區士東路９１巷３號,121.5291,25.11256
5901153969,杏一士林延平藥局,(02)28112937,臺北市士林區延平北路５段２５０號（１樓）、２５２號１樓,121.51,25.08468
5901153996,文昌春天藥局,(02)28838539,臺北市士林區文昌路４４號（１樓）,121.5216,25.09562
5901154000,文昌大藥局,(02)28376196,臺北市士林區文昌路７２號１樓,121.5213,25.09634
5901154019,忠義台安藥局,(02)28380685,臺北市士林區忠義街７２號１樓,121.5315,25.106
5901154028,向宇藥局,(02)88661101,臺北市士林區德行東路２１７號１樓,121.5328,25.10935
5901154055,天母盛康藥局,(02)28720208,臺北市士林區天母東路８巷８４號１樓,121.5304,25.11483
5901154073,中山盛康藥局,(02)28771887,臺北市士林區中山北路７段１６２號１樓,121.5327,25.12416
5901154082,德行盛康藥局,(02)28348756,臺北市士林區德行東路２０６之１號１樓,121.532,25.1089
5901154091,社正藥局,(02)28118704,臺北市士林區社正路１２號１樓,121.5093,25.08854
5901154108,藥本家藥局,(02)28766682,臺北市士林區中山北路７段１４巷２６號１樓,121.5328,25.11884
